Класс	Форма шапки	Поверхность шляпки	Цвет шляпки	Синие пятна	Запах	Форма крепления гименофора к ножке	Частота гименофора	Размер гименофора	Цвет гименофора	Форма ножки	Корень ножки	Поверхность ножки выше кольца	Поверхность ножки ниже кольца	Цвет ножки выше кольца	Цвет ножки ниже кольца	Тип покрывала	Цвет покрывала	Количество колец	Остатки частного покрывала	Цвет спор	Частота грибницы	Место обитания
съедобный	плоская	волокнистая	красный	есть	отсутствует	свободный	закрытые	широкий	фиолетовый	сужающаяся к основанию	луковичный	гладкая	гладкая	розовый	белый	частное	белый	одно	подвесная	черный	редкие	леса
ядовитый	выпуклая	волокнистая	желтый	нет	грязи	свободный	закрытые	широкий	розовый	расширенная к основанию	луковичный	шелковистая	шелковистая	коричневый	бежевый	частное	белый	одно	большая	шоколад	редкие	дороги
ядовитый	выпуклая	гладкая	серый	нет	пряный	свободный	частые	узкий	розовый	расширенная к основанию	луковичный	гладкая	гладкая	белый	белый	частное	белый	одно	подвесная	черный	редкие	леса
съедобный	плоская	чешуйчатая	серый	есть	отсутствует	свободный	закрытые	широкий	коричневый	сужающаяся к основанию	луковичный	гладкая	гладкая	серый	белый	частное	белый	одно	подвесная	коричневый	одиночные	леса
съедобный	плоская	чешуйчатая	коричневый	есть	отсутствует	свободный	закрытые	широкий	розовый	сужающаяся к основанию	луковичный	гладкая	гладкая	серый	серый	частное	белый	одно	подвесная	коричневый	одиночные	леса
съедобный	плоская	чешуйчатая	коричневый	есть	отсутствует	свободный	закрытые	широкий	фиолетовый	сужающаяся к основанию	луковичный	гладкая	гладкая	серый	серый	частное	белый	одно	подвесная	черный	одиночные	леса
съедобный	плоская	чешуйчатая	серый	есть	отсутствует	свободный	закрытые	широкий	розовый	сужающаяся к основанию	луковичный	гладкая	гладкая	розовый	белый	частное	белый	одно	подвесная	коричневый	редкие	леса
съедобный	плоская	чешуйчатая	серый	есть	отсутствует	свободный	закрытые	широкий	коричневый	сужающаяся к основанию	луковичный	гладкая	гладкая	розовый	белый	частное	белый	одно	подвесная	черный	редкие	леса
ядовитый	выпуклая	волокнистая	серый	нет	грязи	свободный	закрытые	широкий	серый	расширенная к основанию	луковичный	шелковистая	шелковистая	коричневый	коричневый	частное	белый	одно	большая	шоколад	редкие	дороги
съедобный	плоская	чешуйчатая	серый	есть	отсутствует	свободный	закрытые	широкий	белый	сужающаяся к основанию	луковичный	гладкая	гладкая	розовый	белый	частное	белый	одно	подвесная	черный	одиночные	леса
съедобный	плоская	волокнистая	красный	есть	отсутствует	свободный	закрытые	широкий	розовый	сужающаяся к основанию	луковичный	гладкая	гладкая	серый	белый	частное	белый	одно	подвесная	коричневый	редкие	леса
ядовитый	выпуклая	волокнистая	серый	нет	пряный	свободный	частые	узкий	серый	расширенная к основанию	луковичный	гладкая	гладкая	белый	белый	частное	белый	одно	подвесная	коричневый	редкие	леса
съедобный	плоская	чешуйчатая	серый	есть	отсутствует	свободный	закрытые	широкий	фиолетовый	сужающаяся к основанию	луковичный	гладкая	гладкая	белый	розовый	частное	белый	одно	подвесная	коричневый	редкие	леса
ядовитый	плоская	чешуйчатая	серый	нет	грязи	свободный	закрытые	широкий	шоколад	расширенная к основанию	луковичный	шелковистая	шелковистая	розовый	розовый	частное	белый	одно	большая	шоколад	одиночные	дороги
съедобный	плоская	волокнистая	красный	есть	отсутствует	свободный	закрытые	широкий	фиолетовый	сужающаяся к основанию	луковичный	гладкая	гладкая	розовый	серый	частное	белый	одно	подвесная	черный	одиночные	леса
ядовитый	выпуклая	волокнистая	серый	нет	грязи	свободный	закрытые	широкий	шоколад	расширенная к основанию	луковичный	шелковистая	шелковистая	бежевый	розовый	частное	белый	одно	большая	шоколад	редкие	дороги
съедобный	плоская	чешуйчатая	серый	есть	отсутствует	свободный	закрытые	широкий	фиолетовый	сужающаяся к основанию	луковичный	гладкая	гладкая	белый	розовый	частное	белый	одно	подвесная	черный	редкие	леса
ядовитый	выпуклая	волокнистая	розовый	нет	пряный	свободный	закрытые	узкий	коричневый	расширенная к основанию	луковичный	гладкая	гладкая	белый	белый	частное	белый	одно	подвесная	коричневый	разбросанные	леса
съедобный	плоская	волокнистая	красный	есть	отсутствует	свободный	закрытые	широкий	белый	сужающаяся к основанию	луковичный	гладкая	гладкая	розовый	розовый	частное	белый	одно	подвесная	коричневый	редкие	леса
ядовитый	выпуклая	волокнистая	розовый	нет	пряный	свободный	частые	узкий	розовый	расширенная к основанию	луковичный	гладкая	гладкая	белый	белый	частное	белый	одно	подвесная	коричневый	редкие	леса
ядовитый	выпуклая	гладкая	белый	нет	пряный	свободный	закрытые	узкий	фиолетовый	расширенная к основанию	луковичный	гладкая	гладкая	белый	белый	частное	белый	одно	подвесная	коричневый	разбросанные	леса
съедобный	плоская	чешуйчатая	серый	есть	отсутствует	свободный	закрытые	широкий	коричневый	сужающаяся к основанию	луковичный	гладкая	гладкая	розовый	белый	частное	белый	одно	подвесная	коричневый	редкие	леса
ядовитый	выпуклая	гладкая	розовый	нет	пряный	свободный	частые	узкий	фиолетовый	расширенная к основанию	луковичный	гладкая	гладкая	белый	белый	частное	белый	одно	подвесная	коричневый	редкие	леса
ядовитый	выпуклая	волокнистая	серый	нет	грязи	свободный	закрытые	широкий	серый	расширенная к основанию	луковичный	шелковистая	шелковистая	бежевый	бежевый	частное	белый	одно	большая	шоколад	одиночные	леса
съедобный	выпуклая	волокнистая	коричневый	есть	отсутствует	свободный	закрытые	широкий	фиолетовый	сужающаяся к основанию	луковичный	гладкая	гладкая	белый	серый	частное	белый	одно	подвесная	коричневый	редкие	леса
съедобный	плоская	чешуйчатая	серый	есть	отсутствует	свободный	закрытые	широкий	розовый	сужающаяся к основанию	луковичный	гладкая	гладкая	розовый	розовый	частное	белый	одно	подвесная	черный	одиночные	леса
съедобный	плоская	чешуйчатая	красный	есть	отсутствует	свободный	закрытые	широкий	фиолетовый	сужающаяся к основанию	луковичный	гладкая	гладкая	белый	белый	частное	белый	одно	подвесная	черный	одиночные	леса
ядовитый	выпуклая	волокнистая	серый	нет	грязи	свободный	закрытые	широкий	розовый	расширенная к основанию	луковичный	шелковистая	шелковистая	розовый	бежевый	частное	белый	одно	большая	шоколад	одиночные	трава
ядовитый	выпуклая	волокнистая	серый	нет	пряный	свободный	частые	узкий	коричневый	расширенная к основанию	луковичный	гладкая	гладкая	белый	белый	частное	белый	одно	подвесная	коричневый	редкие	леса
ядовитый	выпуклая	волокнистая	серый	нет	грязи	свободный	закрытые	широкий	серый	расширенная к основанию	луковичный	шелковистая	шелковистая	розовый	бежевый	частное	белый	одно	большая	шоколад	редкие	дороги
ядовитый	выпуклая	волокнистая	белый	нет	пряный	свободный	частые	узкий	фиолетовый	расширенная к основанию	луковичный	гладкая	гладкая	белый	белый	частное	белый	одно	подвесная	коричневый	разбросанные	леса
съедобный	плоская	чешуйчатая	коричневый	есть	отсутствует	свободный	закрытые	широкий	розовый	сужающаяся к основанию	луковичный	гладкая	гладкая	серый	белый	частное	белый	одно	подвесная	черный	одиночные	леса
съедобный	плоская	чешуйчатая	серый	есть	отсутствует	свободный	закрытые	широкий	розовый	сужающаяся к основанию	луковичный	гладкая	гладкая	белый	белый	частное	белый	одно	подвесная	черный	одиночные	леса
ядовитый	выпуклая	волокнистая	белый	нет	пряный	свободный	частые	узкий	серый	расширенная к основанию	луковичный	гладкая	гладкая	белый	белый	частное	белый	одно	подвесная	черный	разбросанные	леса
съедобный	выпуклая	чешуйчатая	серый	есть	отсутствует	свободный	закрытые	широкий	белый	сужающаяся к основанию	луковичный	гладкая	гладкая	серый	белый	частное	белый	одно	подвесная	черный	одиночные	леса
съедобный	плоская	чешуйчатая	коричневый	есть	отсутствует	свободный	закрытые	широкий	белый	сужающаяся к основанию	луковичный	гладкая	гладкая	белый	розовый	частное	белый	одно	подвесная	черный	редкие	леса
съедобный	плоская	волокнистая	серый	есть	отсутствует	свободный	закрытые	широкий	фиолетовый	сужающаяся к основанию	луковичный	гладкая	гладкая	серый	белый	частное	белый	одно	подвесная	черный	одиночные	леса
съедобный	выпуклая	чешуйчатая	красный	есть	отсутствует	свободный	закрытые	широкий	розовый	сужающаяся к основанию	луковичный	гладкая	гладкая	розовый	серый	частное	белый	одно	подвесная	черный	одиночные	леса
съедобный	плоская	чешуйчатая	красный	есть	отсутствует	свободный	закрытые	широкий	коричневый	сужающаяся к основанию	луковичный	гладкая	гладкая	розовый	серый	частное	белый	одно	подвесная	черный	одиночные	леса
ядовитый	выпуклая	волокнистая	белый	нет	пряный	свободный	частые	узкий	коричневый	расширенная к основанию	луковичный	гладкая	гладкая	белый	белый	частное	белый	одно	подвесная	черный	разбросанные	леса
съедобный	плоская	волокнистая	красный	есть	отсутствует	свободный	закрытые	широкий	розовый	сужающаяся к основанию	луковичный	гладкая	гладкая	серый	серый	частное	белый	одно	подвесная	коричневый	одиночные	леса
ядовитый	выпуклая	чешуйчатая	желтый	нет	грязи	свободный	закрытые	широкий	шоколад	расширенная к основанию	луковичный	шелковистая	шелковистая	коричневый	розовый	частное	белый	одно	большая	шоколад	одиночные	леса
съедобный	плоская	волокнистая	серый	есть	отсутствует	свободный	закрытые	широкий	розовый	сужающаяся к основанию	луковичный	гладкая	гладкая	белый	розовый	частное	белый	одно	подвесная	коричневый	редкие	леса
съедобный	плоская	чешуйчатая	коричневый	есть	отсутствует	свободный	закрытые	широкий	коричневый	сужающаяся к основанию	луковичный	гладкая	гладкая	розовый	серый	частное	белый	одно	подвесная	коричневый	редкие	леса
ядовитый	выпуклая	волокнистая	серый	нет	пряный	свободный	частые	узкий	розовый	расширенная к основанию	луковичный	гладкая	гладкая	белый	белый	частное	белый	одно	подвесная	коричневый	редкие	леса
ядовитый	выпуклая	гладкая	розовый	нет	пряный	свободный	закрытые	узкий	коричневый	расширенная к основанию	луковичный	гладкая	гладкая	белый	белый	частное	белый	одно	подвесная	коричневый	редкие	леса
съедобный	плоская	волокнистая	красный	есть	отсутствует	свободный	закрытые	широкий	фиолетовый	сужающаяся к основанию	луковичный	гладкая	гладкая	серый	розовый	частное	белый	одно	подвесная	коричневый	одиночные	леса
съедобный	выпуклая	волокнистая	серый	есть	отсутствует	свободный	закрытые	широкий	розовый	сужающаяся к основанию	луковичный	гладкая	гладкая	розовый	розовый	частное	белый	одно	подвесная	черный	редкие	леса
съедобный	плоская	чешуйчатая	серый	есть	отсутствует	свободный	закрытые	широкий	фиолетовый	сужающаяся к основанию	луковичный	гладкая	гладкая	серый	серый	частное	белый	одно	подвесная	черный	одиночные	леса
ядовитый	выпуклая	волокнистая	серый	нет	грязи	свободный	закрытые	широкий	шоколад	расширенная к основанию	луковичный	шелковистая	шелковистая	коричневый	бежевый	частное	белый	одно	большая	шоколад	редкие	дороги
съедобный	выпуклая	чешуйчатая	коричневый	есть	отсутствует	свободный	закрытые	широкий	фиолетовый	сужающаяся к основанию	луковичный	гладкая	гладкая	белый	белый	частное	белый	одно	подвесная	черный	редкие	леса
съедобный	плоская	чешуйчатая	серый	есть	отсутствует	свободный	закрытые	широкий	коричневый	сужающаяся к основанию	луковичный	гладкая	гладкая	розовый	белый	частное	белый	одно	подвесная	черный	одиночные	леса
съедобный	плоская	волокнистая	серый	есть	отсутствует	свободный	закрытые	широкий	фиолетовый	сужающаяся к основанию	луковичный	гладкая	гладкая	серый	серый	частное	белый	одно	подвесная	коричневый	одиночные	леса
ядовитый	выпуклая	волокнистая	серый	нет	пряный	свободный	закрытые	узкий	розовый	расширенная к основанию	луковичный	гладкая	гладкая	белый	белый	частное	белый	одно	подвесная	черный	разбросанные	леса
съедобный	плоская	чешуйчатая	коричневый	есть	отсутствует	свободный	закрытые	широкий	розовый	сужающаяся к основанию	луковичный	гладкая	гладкая	белый	розовый	частное	белый	одно	подвесная	коричневый	редкие	леса
ядовитый	выпуклая	волокнистая	серый	нет	грязи	свободный	закрытые	широкий	шоколад	расширенная к основанию	луковичный	шелковистая	шелковистая	розовый	розовый	частное	белый	одно	большая	шоколад	редкие	дороги
съедобный	плоская	чешуйчатая	серый	есть	отсутствует	свободный	закрытые	широкий	фиолетовый	сужающаяся к основанию	луковичный	гладкая	гладкая	розовый	розовый	частное	белый	одно	подвесная	черный	редкие	леса
съедобный	плоская	волокнистая	красный	есть	отсутствует	свободный	закрытые	широкий	фиолетовый	сужающаяся к основанию	луковичный	гладкая	гладкая	розовый	серый	частное	белый	одно	подвесная	черный	редкие	леса
съедобный	плоская	волокнистая	красный	есть	отсутствует	свободный	закрытые	широкий	коричневый	сужающаяся к основанию	луковичный	гладкая	гладкая	белый	розовый	частное	белый	одно	подвесная	черный	одиночные	леса
ядовитый	выпуклая	гладкая	белый	нет	пряный	свободный	закрытые	узкий	фиолетовый	расширенная к основанию	луковичный	гладкая	гладкая	белый	белый	частное	белый	одно	подвесная	коричневый	редкие	леса
ядовитый	выпуклая	волокнистая	белый	нет	пряный	свободный	частые	узкий	розовый	расширенная к основанию	луковичный	гладкая	гладкая	белый	белый	частное	белый	одно	подвесная	коричневый	разбросанные	леса
съедобный	плоская	волокнистая	красный	есть	отсутствует	свободный	закрытые	широкий	белый	сужающаяся к основанию	луковичный	гладкая	гладкая	розовый	белый	частное	белый	одно	подвесная	черный	редкие	леса
съедобный	плоская	волокнистая	красный	есть	отсутствует	свободный	закрытые	широкий	розовый	сужающаяся к основанию	луковичный	гладкая	гладкая	белый	белый	частное	белый	одно	подвесная	черный	редкие	леса
съедобный	плоская	чешуйчатая	коричневый	есть	отсутствует	свободный	закрытые	широкий	фиолетовый	сужающаяся к основанию	луковичный	гладкая	гладкая	розовый	серый	частное	белый	одно	подвесная	черный	одиночные	леса
ядовитый	выпуклая	волокнистая	серый	нет	грязи	свободный	закрытые	широкий	шоколад	расширенная к основанию	луковичный	шелковистая	шелковистая	коричневый	бежевый	частное	белый	одно	большая	шоколад	редкие	трава
съедобный	плоская	чешуйчатая	серый	есть	отсутствует	свободный	закрытые	широкий	белый	сужающаяся к основанию	луковичный	гладкая	гладкая	серый	серый	частное	белый	одно	подвесная	черный	одиночные	леса
ядовитый	выпуклая	волокнистая	серый	нет	грязи	свободный	закрытые	широкий	розовый	расширенная к основанию	луковичный	шелковистая	шелковистая	розовый	коричневый	частное	белый	одно	большая	шоколад	одиночные	дороги
съедобный	плоская	волокнистая	красный	есть	отсутствует	свободный	закрытые	широкий	белый	сужающаяся к основанию	луковичный	гладкая	гладкая	серый	розовый	частное	белый	одно	подвесная	коричневый	одиночные	леса
ядовитый	выпуклая	волокнистая	серый	нет	грязи	свободный	закрытые	широкий	шоколад	расширенная к основанию	луковичный	шелковистая	шелковистая	коричневый	розовый	частное	белый	одно	большая	шоколад	редкие	трава
съедобный	плоская	чешуйчатая	серый	есть	отсутствует	свободный	закрытые	широкий	фиолетовый	сужающаяся к основанию	луковичный	гладкая	гладкая	розовый	белый	частное	белый	одно	подвесная	коричневый	редкие	леса
съедобный	плоская	волокнистая	красный	есть	отсутствует	свободный	закрытые	широкий	фиолетовый	сужающаяся к основанию	луковичный	гладкая	гладкая	белый	белый	частное	белый	одно	подвесная	черный	одиночные	леса
съедобный	плоская	чешуйчатая	коричневый	есть	отсутствует	свободный	закрытые	широкий	белый	сужающаяся к основанию	луковичный	гладкая	гладкая	белый	белый	частное	белый	одно	подвесная	коричневый	редкие	леса
ядовитый	выпуклая	волокнистая	серый	нет	грязи	свободный	закрытые	широкий	шоколад	расширенная к основанию	луковичный	шелковистая	шелковистая	розовый	коричневый	частное	белый	одно	большая	шоколад	одиночные	леса
съедобный	плоская	волокнистая	красный	есть	отсутствует	свободный	закрытые	широкий	фиолетовый	сужающаяся к основанию	луковичный	гладкая	гладкая	серый	серый	частное	белый	одно	подвесная	черный	одиночные	леса
съедобный	выпуклая	волокнистая	серый	есть	отсутствует	свободный	закрытые	широкий	розовый	сужающаяся к основанию	луковичный	гладкая	гладкая	серый	серый	частное	белый	одно	подвесная	коричневый	редкие	леса
съедобный	плоская	чешуйчатая	серый	есть	отсутствует	свободный	закрытые	широкий	коричневый	сужающаяся к основанию	луковичный	гладкая	гладкая	розовый	серый	частное	белый	одно	подвесная	коричневый	редкие	леса
ядовитый	выпуклая	волокнистая	белый	нет	пряный	свободный	частые	узкий	фиолетовый	расширенная к основанию	луковичный	гладкая	гладкая	белый	белый	частное	белый	одно	подвесная	черный	разбросанные	леса
съедобный	плоская	волокнистая	красный	есть	отсутствует	свободный	закрытые	широкий	розовый	сужающаяся к основанию	луковичный	гладкая	гладкая	белый	розовый	частное	белый	одно	подвесная	черный	одиночные	леса
съедобный	плоская	волокнистая	красный	есть	отсутствует	свободный	закрытые	широкий	коричневый	сужающаяся к основанию	луковичный	гладкая	гладкая	розовый	розовый	частное	белый	одно	подвесная	черный	одиночные	леса
съедобный	плоская	чешуйчатая	красный	есть	отсутствует	свободный	закрытые	широкий	фиолетовый	сужающаяся к основанию	луковичный	гладкая	гладкая	белый	серый	частное	белый	одно	подвесная	коричневый	одиночные	леса
съедобный	выпуклая	волокнистая	красный	есть	отсутствует	свободный	закрытые	широкий	коричневый	сужающаяся к основанию	луковичный	гладкая	гладкая	серый	розовый	частное	белый	одно	подвесная	черный	редкие	леса
съедобный	плоская	чешуйчатая	коричневый	есть	отсутствует	свободный	закрытые	широкий	фиолетовый	сужающаяся к основанию	луковичный	гладкая	гладкая	розовый	белый	частное	белый	одно	подвесная	черный	редкие	леса
ядовитый	выпуклая	волокнистая	серый	нет	грязи	свободный	закрытые	широкий	розовый	расширенная к основанию	луковичный	шелковистая	шелковистая	розовый	коричневый	частное	белый	одно	большая	шоколад	редкие	трава
съедобный	выпуклая	волокнистая	серый	есть	отсутствует	свободный	закрытые	широкий	коричневый	сужающаяся к основанию	луковичный	гладкая	гладкая	розовый	белый	частное	белый	одно	подвесная	черный	редкие	леса
ядовитый	выпуклая	волокнистая	серый	нет	грязи	свободный	закрытые	широкий	серый	расширенная к основанию	луковичный	шелковистая	шелковистая	бежевый	коричневый	частное	белый	одно	большая	шоколад	одиночные	леса
съедобный	плоская	чешуйчатая	серый	есть	отсутствует	свободный	закрытые	широкий	коричневый	сужающаяся к основанию	луковичный	гладкая	гладкая	серый	белый	частное	белый	одно	подвесная	черный	редкие	леса
съедобный	плоская	чешуйчатая	коричневый	есть	отсутствует	свободный	закрытые	широкий	розовый	сужающаяся к основанию	луковичный	гладкая	гладкая	розовый	розовый	частное	белый	одно	подвесная	коричневый	одиночные	леса
ядовитый	выпуклая	чешуйчатая	серый	нет	грязи	свободный	закрытые	широкий	шоколад	расширенная к основанию	луковичный	шелковистая	шелковистая	бежевый	розовый	частное	белый	одно	большая	шоколад	редкие	леса
съедобный	плоская	чешуйчатая	серый	есть	отсутствует	свободный	закрытые	широкий	белый	сужающаяся к основанию	луковичный	гладкая	гладкая	белый	розовый	частное	белый	одно	подвесная	коричневый	одиночные	леса
ядовитый	плоская	волокнистая	серый	нет	грязи	свободный	закрытые	широкий	розовый	расширенная к основанию	луковичный	шелковистая	шелковистая	коричневый	розовый	частное	белый	одно	большая	шоколад	редкие	леса
съедобный	плоская	чешуйчатая	красный	есть	отсутствует	свободный	закрытые	широкий	белый	сужающаяся к основанию	луковичный	гладкая	гладкая	розовый	розовый	частное	белый	одно	подвесная	черный	одиночные	леса
ядовитый	выпуклая	гладкая	серый	нет	пряный	свободный	закрытые	узкий	серый	расширенная к основанию	луковичный	гладкая	гладкая	белый	белый	частное	белый	одно	подвесная	коричневый	редкие	леса
съедобный	плоская	чешуйчатая	красный	есть	отсутствует	свободный	закрытые	широкий	фиолетовый	сужающаяся к основанию	луковичный	гладкая	гладкая	розовый	белый	частное	белый	одно	подвесная	черный	редкие	леса
съедобный	плоская	чешуйчатая	коричневый	есть	отсутствует	свободный	закрытые	широкий	фиолетовый	сужающаяся к основанию	луковичный	гладкая	гладкая	серый	белый	частное	белый	одно	подвесная	черный	одиночные	леса
съедобный	выпуклая	волокнистая	красный	есть	отсутствует	свободный	закрытые	широкий	коричневый	сужающаяся к основанию	луковичный	гладкая	гладкая	серый	белый	частное	белый	одно	подвесная	черный	редкие	леса
съедобный	плоская	чешуйчатая	красный	есть	отсутствует	свободный	закрытые	широкий	коричневый	сужающаяся к основанию	луковичный	гладкая	гладкая	розовый	белый	частное	белый	одно	подвесная	черный	редкие	леса
съедобный	плоская	чешуйчатая	серый	есть	отсутствует	свободный	закрытые	широкий	белый	сужающаяся к основанию	луковичный	гладкая	гладкая	розовый	серый	частное	белый	одно	подвесная	коричневый	редкие	леса
ядовитый	выпуклая	гладкая	розовый	нет	пряный	свободный	частые	узкий	коричневый	расширенная к основанию	луковичный	гладкая	гладкая	белый	белый	частное	белый	одно	подвесная	черный	разбросанные	леса
ядовитый	плоская	волокнистая	серый	нет	грязи	свободный	закрытые	широкий	шоколад	расширенная к основанию	луковичный	шелковистая	шелковистая	бежевый	розовый	частное	белый	одно	большая	шоколад	редкие	леса
съедобный	плоская	волокнистая	серый	есть	отсутствует	свободный	закрытые	широкий	белый	сужающаяся к основанию	луковичный	гладкая	гладкая	розовый	белый	частное	белый	одно	подвесная	коричневый	редкие	леса
съедобный	плоская	волокнистая	красный	есть	отсутствует	свободный	закрытые	широкий	белый	сужающаяся к основанию	луковичный	гладкая	гладкая	белый	серый	частное	белый	одно	подвесная	коричневый	одиночные	леса
ядовитый	выпуклая	волокнистая	розовый	нет	пряный	свободный	закрытые	узкий	фиолетовый	расширенная к основанию	луковичный	гладкая	гладкая	белый	белый	частное	белый	одно	подвесная	коричневый	редкие	леса
съедобный	плоская	волокнистая	коричневый	есть	отсутствует	свободный	закрытые	широкий	розовый	сужающаяся к основанию	луковичный	гладкая	гладкая	серый	серый	частное	белый	одно	подвесная	коричневый	одиночные	леса
съедобный	плоская	чешуйчатая	серый	есть	отсутствует	свободный	закрытые	широкий	розовый	сужающаяся к основанию	луковичный	гладкая	гладкая	розовый	белый	частное	белый	одно	подвесная	черный	редкие	леса
съедобный	плоская	чешуйчатая	красный	есть	отсутствует	свободный	закрытые	широкий	розовый	сужающаяся к основанию	луковичный	гладкая	гладкая	розовый	белый	частное	белый	одно	подвесная	черный	одиночные	леса
съедобный	плоская	чешуйчатая	красный	есть	отсутствует	свободный	закрытые	широкий	белый	сужающаяся к основанию	луковичный	гладкая	гладкая	белый	белый	частное	белый	одно	подвесная	черный	одиночные	леса
съедобный	выпуклая	волокнистая	серый	есть	отсутствует	свободный	закрытые	широкий	коричневый	сужающаяся к основанию	луковичный	гладкая	гладкая	розовый	серый	частное	белый	одно	подвесная	коричневый	одиночные	леса
ядовитый	выпуклая	гладкая	белый	нет	пряный	свободный	частые	узкий	розовый	расширенная к основанию	луковичный	гладкая	гладкая	белый	белый	частное	белый	одно	подвесная	коричневый	редкие	леса
съедобный	плоская	чешуйчатая	серый	есть	отсутствует	свободный	закрытые	широкий	коричневый	сужающаяся к основанию	луковичный	гладкая	гладкая	серый	серый	частное	белый	одно	подвесная	черный	одиночные	леса
ядовитый	выпуклая	чешуйчатая	серый	нет	грязи	свободный	закрытые	широкий	розовый	расширенная к основанию	луковичный	шелковистая	шелковистая	бежевый	розовый	частное	белый	одно	большая	шоколад	редкие	леса
съедобный	плоская	чешуйчатая	коричневый	есть	отсутствует	свободный	закрытые	широкий	розовый	сужающаяся к основанию	луковичный	гладкая	гладкая	розовый	белый	частное	белый	одно	подвесная	черный	редкие	леса
съедобный	плоская	чешуйчатая	коричневый	есть	отсутствует	свободный	закрытые	широкий	розовый	сужающаяся к основанию	луковичный	гладкая	гладкая	серый	серый	частное	белый	одно	подвесная	черный	редкие	леса
ядовитый	выпуклая	гладкая	серый	нет	пряный	свободный	частые	узкий	коричневый	расширенная к основанию	луковичный	гладкая	гладкая	белый	белый	частное	белый	одно	подвесная	черный	разбросанные	леса
съедобный	плоская	чешуйчатая	серый	есть	отсутствует	свободный	закрытые	широкий	розовый	сужающаяся к основанию	луковичный	гладкая	гладкая	розовый	белый	частное	белый	одно	подвесная	коричневый	одиночные	леса
съедобный	плоская	чешуйчатая	красный	есть	отсутствует	свободный	закрытые	широкий	белый	сужающаяся к основанию	луковичный	гладкая	гладкая	белый	белый	частное	белый	одно	подвесная	коричневый	редкие	леса
ядовитый	выпуклая	волокнистая	серый	нет	грязи	свободный	закрытые	широкий	серый	расширенная к основанию	луковичный	шелковистая	шелковистая	розовый	коричневый	частное	белый	одно	большая	шоколад	одиночные	леса
съедобный	выпуклая	чешуйчатая	коричневый	есть	отсутствует	свободный	закрытые	широкий	белый	сужающаяся к основанию	луковичный	гладкая	гладкая	серый	розовый	частное	белый	одно	подвесная	коричневый	одиночные	леса
съедобный	плоская	чешуйчатая	красный	есть	отсутствует	свободный	закрытые	широкий	фиолетовый	сужающаяся к основанию	луковичный	гладкая	гладкая	розовый	серый	частное	белый	одно	подвесная	коричневый	редкие	леса
